RESPNR	HHNR	HHPNR	INSTRU	INT000	INT001	INT004	INT044	INT071	INT087	INT229	INT239	INT264	INT265	INT265A	INT266	INT266A	INT267	INT268	INT270	INT271	INT272	INT276	INT278	INT279	INT281	INT282	INT283	INT284	INT285	INT286	INT287	INT289	INT291	INT292	INT293	INT295	INT296	INT300	INT301	INT303	INT305	INT307	INT309	INT311	INT313	INT314	INT315	INT318	INT319	INT320	INT321	INT322	INT323	INT600	INT601	INT602	INT603	INT604	INT605	INT606	INT607	INT608	INT609	INT610	INT611	INT612	INT613	INT614	INT615	INT616	INT617	INT618	INT619	INT620	INT621	INT622	INT623	INT624	INT625	V040	V041	V049	V065	V200	V201	V202	VAR0000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR040	VAR043	VAR064	VAR065	VAR096	VAR100	VAR101	VAR103	VAR107	VAR109	VAR121	VAR122	VAR124	VAR125	VAR131	VAR132	VAR133	VAR134	VAR135	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR179	VAR180	VAR181	VAR183	VAR184	VAR185	VAR198	VAR201	VAR204	VAR221	VAR229	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR319	VAR320	VAR346	VAR351	VAR406	VAR407	VAR408	VAR409	VAR410	VAR411	VAR412	VAR413	VAR414	VAR430	VAR431	VAR433	VAR434	VAR437	VAR439	VAR445	VAR454	VAR461	VAR462	VAR491	VAR493	VAR497	VAR499	VAR515	VAR516	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	VAR591	VAR592	VAR594	VAR599	VAR600	VAR608	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR634	VAR635	VAR636	VAR683B	VAR684	VAR687	VAR688	VAR723	VAR728B	VAR729B	VAR768	VAR848	VAR849	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900J	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR951	VAR952	VAR953	VAR1031	VAR1033	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1050	VAR1052	VAR1061	VAR1062	VAR1076	VAR1077	VAR1103	VAR1104	VAR1105X	VAR1106	VAR1140	VAR1141	VAR1142	VAR1143	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1146	VAR1161	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1163	VAR1227	VAR1228	VAR1229	VAR1230	VAR3000	ISCO
1869	1869	1	1	1	12	0	4	4	3	2	4	4	1	1	2	2	1	4	5	5	4	4	2	3	4	2	3	3	3	4	4	-3	2	-3	-3	4	-3	3	2	1	3	2	1	-3	2	2	3	3	2	1	1	2	4	1	2	2	4	-3	2	2	1	2	1	3	-3	2	-3	-3	-3	-3	-3	-3	4	1	2	4	1	4	2	1	-5	1	1	2	4	1		1	25	5	4	6	2	1	1	2	2	3	2	1	1	1	4	3	1	2	1	2	2	1	1	3	2	1	-3	-3	-3	-3	-3	-3	1	5	4	3	1	1	1	2	1	1	4	4	5	3	2	2	2	1	2	-3	2	-3	-3	2	3	3	1	3	3	1	1	3	1	1	4	5	3	3	2	4	5	3	3	11	4	2	3	5	1	2	1	1	3	1	3	1	1	2	-5	1	2	1	1	1	1	1	3	2	2	4	2	2	4	2	24	41	7	5	7	880	58	22	21	3	19	1	1	3	3	4	1	2	40	3	3	2	2	3	0.28	10	12	1	2	1	1	2	7538022	1	2	1417	1349	1	2	1	1	6		1	25	2	21																					2	1	3	2	4	1	14	11	12	3	15	13	4	6	2	5	10	7	9	8	16	2	1	0	0	1	2	2	3	4	4	2	1	2	3	2	-3	5	6	6	7	9	9	6	-3	7	6	7	1	5	3	-3	3	3	2	2	2	2	2	-3	2	1	-3	1	-3	2	4	3	28211	8334
1870	1870	1	1	1	12	0	2	1	4	1	3	4	1	1	3	4	5	4	3	3	3	3	4	2	2	3	3	5	5	2	4	2	2	2	1	2	-3	3	2	1	3	3	2	2	1	2	1	4	2	2	2	2	1	4	2	2	2	-3	1	2	1	1	3	4	3	1	4	3	4	3	3	2	2	2	2	5	2	4	2	1	-5	1	2	1	3	1		1	35	1	2	7	3	4	2	2	3	4	1	1	3	3	4	5	5	3	1	1	2	1	2	3	3	1	3	2	3	2	3	3	1	4	3	2	1	1	1	2	1	1	1	1	5	-5	2	3	2	1	3	-5	1	1	1	3	1	3	1	3	1	-3	1	3	1	1	4	4	5	2	4	5	5	4	-3	11	4	2	3	1	2	3	2	1	2	3	1	1	1	3	1	3	2	3	3	4	4	-3	4	2	2	2	2	2	1	1	21	44	7	1		363	63	23	21	1	2	-3	1	-3	2	1	1	1	40	1	2	2	2	3	1	30	11	1	3	2	5	1	7100007	3	3	2318	2218	1	2	1	1	6		1	35	2	37											1	3									2	3	3	1	5	2	12	7	8	6	10	9	14	3	1	13	15	4	5	11	16	3	2	0	2	4	3	4	4	4	3	3	1	1	4	3	3	1	3	3	1	6	7	6	5	3	10	5	2	5	3	1	3	2	2	3	2	2	2	2	3	1	2	3	2	4	4	3	31502	4131
1873	1873	1	1	1	15	5	2	4	1	1	2	3	1	1	4	4	3	4	2	2	2	2	2	4	4	3	3	-3	5	4	3	2	1	3	3	-3	2	3	3	3	4	5	3	3	2	2	2	4	2	2	2	2	2	2	2	3	2	-3	1	3	1	2	2	3	4	2	3	3	3	3	3	2	2	2	4	2	2	4	2	1	-5	1	2	3	4	1		2	33	5	7	5	1	4	2	2	3	4	2	2	2	3	2	4	2	2	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	3	3	3	1	1	1	2	1	1	2	1	5	-5	3	3	2	2	1	3	1	1	1	4	2	3	1	3	1	1	1	3	1	1	2	2	2	2	5	4	2	2	4	15	2	2	3	1	1	1	2	2	-5	1	2	1	2	2	-5	2	-5	2	2	2	2	2	3	3	1	4	2	1	2	5	44	64	11	3	0	748	102	33	34	2	99	2	1	1	3	7	1	1	45	3	3	2	4	3	0.19	29	11	1	1	2	1	2	11307025	4	3	2132	2113	4	1	1	1	6				2	33																					1	3	3	2	4	3	11	6	5	12	15	10	13	1	4	2	14	8	7	9	16	4	2	0	1	2	2	2	3	4	4	2	2	2	2	4	7	6	5	5	5	6	7	7	7	5	7	6	2	3	3	2	2	3	3	3	2	3	1	2	3	2	3	2	2	-3	4	-3	71303	4132
1875	1875	1	1	1	10	0	2	4	4	-3	2	-3	1	1	3	3	2	3	4	2	2	2	2	5	2	2	4	5	4	2	2	-3	3	-3	3	2	2	3	2	3	3	2	2	3	2	2	1	3	2	2	2	2	1	3	2	2	3	4	1	2	1	1	2	4	4	2	5	4	3	4	3	3	2	1	2	3	2	2	3	1	-5	1	2	2	3	1		2	40	1	3	7	4	4	2	-3	2	5	4	3	2	3	3	5	2	2	1	2	1	1	1	2	3	2	-3	2	-3	-3	3	3	2	4	4	3	1	1	2	2	1	1	3	1	5	-5	3	3	1	2	3	-5	1	1	1	-3	2	3	1	3	2	2	1	3	-3	-3	3	2	5	2	4	4	5	3	3	14	5	2	3	1	2	2	2	1	2	1	3	1	2	1	3	2	-5	1	1	2	3	2	4	1	2	3	2	2	2	1	21	44	7	1		363	63	23	21	1	2	3	1	3	2	1	2	-5	20	3	3	2	-3	4	0.19	2	12	1	2	2	4	3	7100007	3	3	1728	1709	4	1	1	1	6		1	42	2	40											2	2									-3	4	3	1	4	2	12	3	11	8	16	13	14	6	1	9	7	4	10	5	15	2	2	0	0	3	3	2	4	4	4	2	1	1	3	4	2	6	-3	-3	4	6	8	6	6	4	3	3	2	4	3	1	2	-3	-3	3	2	2	1	3	3	1	2	-3	3	2	4	2	37211	9131
1876	1876	1	1	1	13	0	3	2	4	3	3	4	1	3	3	1	-3	4	-3	3	2	3	3	2	3	3	2	3	3	4	4	3	2	2	2	-3	2	3	2	3	3	2	3	-3	2	2	2	3	2	2	2	2	2	2	3	4	4	-3	2	3	1	2	2	3	-3	-3	4	3	2	3	3	3	3	-3	3	4	3	-3	-3	1	-5	2	-3	2	4	1		1	44	1	4	6	2	3	2	2	2	3	2	2	1	2	3	3	3	2	1	1	1	1	2	2	-3	2	3	2	3	2	3	2	-3	3	3	3	1	1	1	1	1	1	1	1	5	-5	3	3	3	2	1	2	1	-3	1	4	3	3	2	3	-3	3	3	3	1	3	4	2	3	3	3	4	4	4	2	-2	2	2	3	8	2	1	1	1	2	1	3	1	3	2	-5	3	1	1	1	1	1	1	3	3	2	3	2	2	3	1	21	44	7	1		363	63	23	21	1	2	1	2	-3	3	1	1	1	36	3	3	2	3	2	1.16	8	12	1	2	1	1	2	7100015	3	2	1619	1503	3	2	1	1	6		1	44	2	40											1	9									2	3	3	2	3	5	14	7	8	2	16	13	12	6	4	10	11	9	3	1	15	3	2	7	0	-3	2	2	4	3	1	2	2	3	3	5	5	4	5	-3	4	5	6	6	6	5	5	6	2	3	3	-3	3	3	-3	3	3	-3	2	3	3	-3	-3	2	3	3	-3	3	71401	2131
1877	1877	1	1	1	11	0	2	4	5	2	2	3	1	1	3	3	4	4	3	3	4	2	2	2	4	2	3	5	5	5	3	1	4	2	1	2	2	4	2	1	4	3	2	3	2	2	1	3	2	2	2	2	3	1	2	5	4	2	1	2	1	1	1	5	5	2	2	4	3	3	3	2	1	3	2	4	2	3	2	1	-5	1	2	2	4	1		1	54	1	4	6	2	2	1	1	4	2	3	2	1	3	1	5	2	3	1	2	1	1	1	2	2	1	2	2	2	2	3	2	1	5	5	1	1	2	2	2	2	1	1	1	5	-5	3	3	3	3	1	3	1	1	1	1	4	2	2	3	3	1	3	3	3	1	1	3	5	3	5	3	3	3	4	16	4	2	3	1	2	2	2	2	-5	2	-5	1	2	1	1	2	-5	1	1	1	1	1	1	3	2	3	2	2	2	1	21	44	7	4	7	384	64	23	21	2	2	3	3	1	2	1	1	1	36	1	3	2	1	2	0.38	2	12	1	2	2	2	1	7418015	4	3	2337	2259	2	2	1	2	6		1	54	2	52																					2	2	3	1	5	1	15	3	12	4	16	9	5	2	7	13	11	10	6	8	14	3	3	0	0	3	2	3	4	4	1	3	1	1	3	3	8	8	8	8	4	8	8	8	5	5	10	6	2	5	3	1	2	2	2	3	2	2	2	3	3	1	3	2	2	4	4	4	51507	3433
1879	1879	1	1	1	12	6	1	3	5	2	3	4	4	2	2	4	3	4	-3	3	3	3	2	2	3	3	4	-3	4	4	3	2	-3	4	3	4	2	3	2	3	4	3	3	3	2	2	2	2	1	2	1	2	4	2	2	4	4	-3	2	3	1	3	2	2	3	3	4	3	3	4	4	3	2	2	2	4	2	3	3	2	1	1	2	1	3	5		2	44	1	2	7	2	1	-3	2	1	3	2	2	2	1	2	2	2	2	2	2	2	1	2	1	4	1	3	2	3	2	3	3	1	4	4	2	1	1	1	2	1	1	1	1	5	-5	3	-3	2	2	1	2	2	1	1	4	5	2	2	-3	1	2	3	3	1	3	3	4	4	2	5	4	5	3	2	15	2	2	3	1	2	2	1	2	-5	1	2	1	1	1	2	1	1	2	2	2	2	2	4	2	2	4	2	2	4	2	21	44	7	6	4	370	56	23	21	4	99	1	3	1	3	1	1	1	-5	3	3	2	2	2	1.04	3	12	1	4	1	1	2	7628027	4	2	2214	2110	3	1	3	2	1		1	44	2	44	1	17									2	14									2	2	3	2	4	7	4	15	6	5	14	11	16	8	10	3	13	9	2	1	12	2	3	0	0	3	2	2	2	3	2	2	2	2	1	6	6	6	6	5	6	6	7	4	6	6	6	5	2	3	3	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	4	31701	5220
91879	1879	2	1	1	11	0	1	4	3	1	3	2	3	2	2	3	3	4	3	2	3	2	1	2	3	3	5	5	5	2	3	-3	2	-3	2	2	2	2	2	4	3	3	2	3	2	2	2	5	2	2	2	2	4	3	3	3	4	-3	2	3	1	2	2	2	4	3	4	2	3	4	4	3	2	2	2	4	2	3	3	1	-5	1	2	1	3	1		1	17	5	2	7	3	3	2	2	3	3	4	1	1	1	4	3	2	3	2	2	1	-3	2	3	2	1	2	2	2	2	2	2	2	4	3	2	1	1	1	2	1	1	1	1	5	-5	1	1	3	1	2	9	1	1	-3	5	1	3	3	-3	1	3	3	1	1	1	2	5	2	3	3	5	4	5	4	15	3	1	3	-3	1	2	2	2	-5	1	1	1	1	3	-3	3	3	2	2	4	3	4	3	2	2	4	2	1	5	2	21	44	7	6	4	370	56	23	21	4	99	3	1	1	2	8	1	2	32	1	2	1	1	5	0.54	7	12	1	3	1	1	2	7628027	4	2	2214	2120	4	1	3	2	1		1	44	2	44	1	17									2	14									2	2	3	1	3	4	7	11	3	1	2	8	6	10	15	13	14	12	9	5	16	2	2	0	0	2	2	3	3	4	4	3	1	2	3	2	6	5	6	6	6	5	6	4	3	6	-3	6	3	2	3	2	2	2	2	2	3	2	3	3	2	1	3	3	-3	2	4	4	26704	7240
1880	1880	1	1	1	14	0	2	4	1	6	4	-3	1	1	3	4	2	4	4	4	2	4	2	2	4	1	2	2	2	4	3	-3	4	-3	-3	2	-3	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	1	4	4	4	3	3	3	2	3	3	2	4	3	2	3	2	3	3	3	3	2	2	3	4	2	4	4	1	1	1	2	3	2	6		2	31	5	5	5	2	3	2	2	3	4	1	2	2	2	2	5	3	3	1	1	1	2	2	2	3	1	2	2	3	2	-3	2	1	4	3	3	1	1	1	1	2	2	8	8	4	1	3	3	3	3	2	-3	1	1	1	2	5	3	1	2	2	1	1	3	3	1	1	3	4	2	5	4	4	3	2	10	3	2	3	4	2	2	1	2	-5	2	-5	1	3	2	-5	1	2	1	1	1	1	1	4	3	2	4	2	2	1	2	24	41	7	2		479	58	22	21	2	19	1	3	1	3	7	2	-5	12	3	3	2	4	5	0.35	3	12	1	1	2	1	2	7211020	4	3	1315	1240	3	1	1	1	6				2	31																					2	2	3	2	4	4	12	8	6	3	9	15	16	5	2	13	11	10	7	1	14	4	2	0	10	3	2	2	3	4	4	1	1	4	3	2	5	7	4	4	4	6	6	5	4	3	6	6	3	3	3	2	2	3	3	3	2	2	2	3	3	2	2	3	-3	3	2	2	57210	3231
1881	1881	1	1	1	16	0	2	3	1	1	3	2	1	2	2	4	2	2	3	4	2	4	2	3	3	3	3	2	2	4	2	2	1	2	3	2	2	3	2	1	3	2	2	2	2	2	1	5	2	1	2	2	1	3	4	3	4	2	2	2	1	1	2	2	2	3	3	2	3	3	2	2	2	3	2	4	2	4	4	1	-5	1	1	2	2	1		1	42	5	3	6	1	2	1	-3	3	2	2	2	2	1	1	3	3	1	2	1	1	1	1	2	3	-3	2	2	2	2	3	2	1	4	4	3	1	1	1	1	1	1	1	1	5	-5	3	3	3	2	1	2	1	1	1	1	5	2	2	3	1	3	1	3	1	3	3	3	5	2	4	5	5	4	2	13	2	2	3	5	2	2	2	2	-5	2	-5	1	2	1	2	1	2	2	2	3	4	1	4	2	2	3	2	2	2	2	24	41	7	2		479	58	22	21	2	19	1	2	2	3	7	2	-5	40	3	3	2	1	3	0.36	2	12	1	1	2	2	2	7211020	3	3	2324	2248	1	2	1	1	6		1	42																							2	2	3	2	3	1	13	5	4	12	16	8	14	10	3	7	9	11	2	6	15	3	3	0	0	1	1	3	4	4	1	2	2	3	3	4	4	4	6	7	6	6	8	6	4	6	4	4	2	2	3	3	2	2	2	2	3	2	3	3	2	2	3	2	2	2	4	3	51301	4132
1882	1882	1	1	1	12	0	-3	2	1	1	2	3	2	2	1	1	3	4	-3	4	2	4	-3	2	4	3	2	2	2	4	2	1	2	3	2	2	1	2	2	1	4	2	3	2	2	2	1	2	2	2	2	2	5	2	4	4	4	4	3	-3	3	2	1	5	3	2	3	1	3	2	2	2	1	4	2	4	2	2	3	2	1	2	2	5	2	3		1	53	5	4	6	2	1	1	2	3	4	3	3	3	2	3	3	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	1	5	4	1	1	1	1	-3	1	1	1	1	5	-5	3	3	3	1	1	2	1	1	1	3	5	3	1	3	1	3	1	3	3	3	5	3	5	2	5	2	2	2	3	11	2	2	3	1	2	2	2	2	-5	1	2	2	-5	1	2	2	-5	1	1	1	1	1	3	3	2	4	2	2	3	2	24	41	7	2		479	58	22	21	2	19	1	3	1	2	7	1	1	-5	1	2	2	2	4	0.52	4	12	1	6	1	2	3	7211020	2	1	1237	1145	2	2	1	1	6		1	53																							2	3	3	1	5	6	7	11	12	10	15	2	14	3	1	5	9	13	4	8	16	2	2	0	0	3	2	3	3	4	2	2	1	3	3	3	5	7	8	7	6	7	7	5	7	5	8	7	3	2	3	3	2	2	3	3	2	2	3	2	3	2	3	3	-3	3	3	3	66402	3111
1883	1883	1	1	1	12	0	4	4	2	3	4	2	1	1	2	2	3	4	2	2	4	2	2	2	4	3	2	3	4	3	4	1	1	-3	2	3	3	4	3	5	4	3	4	3	1	-3	1	4	2	2	2	2	3	-3	3	3	2	4	1	-3	-3	-3	3	3	3	3	3	4	3	3	3	3	4	2	2	3	3	2	3	1	-5	2	1	3	4	1		2	41	5	5	5	1	1	-3	-3	3	3	2	3	2	3	2	4	3	2	2	1	2	2	2	1	2	1	3	-3	1	2	3	-3	3	2	2	3	1	1	2	2	1	1	2	1	5	-5	3	-3	-3	3	1	3	1	1	1	4	4	3	2	3	1	1	3	3	3	1	5	5	5	2	4	2	4	2	4	17	2	2	3	5	2	3	2	2	-5	3	2	1	2	2	-5	3	1	1	1	1	1	1	1	3	2	5	2	2	1	2	26	39	7	5	9	388	54	18	22	3	99	-3	3	1	3	4	1	1	29	3	3	3	1	4	0.25	1	12	1	1	2	1	2	7538022	2	3	1327	1302	1	1	1	1	6		1	41	2	41																					-3	3	3	2	4	1	5	6	3	15	16	11	14	4	2	13	12	10	8	7	9	4	2	0	0	2	3	1	4	4	3	2	2	2	3	4	6	6	5	5	4	6	6	6	5	5	5	6	3	3	3	1	-3	3	3	3	1	-3	1	3	3	-3	3	3	2	4	-3	4	51507	3433
1884	1884	1	1	1	10	-5	3	4	1	2	2	3	2	3	1	1	3	3	3	3	4	4	3	3	3	3	4	5	5	4	2	2	2	2	3	4	4	4	3	4	4	3	2	4	1	-3	2	3	2	2	2	2	4	3	4	4	2	4	2	1	2	3	2	4	4	3	2	4	3	3	3	2	4	3	2	3	3	2	2	2	-5	-5	1	2	4	9		2	65	4	3	-5	3	2	1	2	3	2	2	2	2	3	2	2	2	2	2	2	1	2	2	1	2	1	2	2	3	2	3	3	2	3	3	3	1	1	2	2	1	1	1	1	5	-5	3	3	3	2	1	3	1	1	1	1	2	3	1	2	-3	1	3	3	3	1	2	4	5	2	3	3	5	4	-3	-2	3	2	3	-3	2	2	2	2	-5	2	-5	2	-5	2	-5	2	-5	-3	-3	-3	-3	-3	4	3	2	2	2	2	2	2	25	38	7	4	7	398	53	19	24	3	99	1	3	3	2	7	1	2	-5	3	3	2	1	4	0.37	1	12	1	1	2	1	2	7418011	3	3	1525	1448	3	2	1	1	6				2	65																					2	2	3	2	3	5	8	7	10	2	16	9	14	1	6	12	11	4	13	3	15	2	2	0	0	-3	3	2	2	4	2	2	1	2	3	7	7	7	7	7	7	7	7	7	7	6	7	6	2	4	3	3	3	3	3	3	3	3	2	2	3	2	3	2	-3	1	3	-3	-5	-5
1885	1885	1	1	1	18	0	2	1	1	1	2	3	2	1	3	3	3	4	3	2	3	3	4	4	2	3	4	-3	4	4	3	2	2	3	4	3	2	4	3	3	4	3	3	3	1	2	2	3	2	1	2	2	3	1	4	4	2	3	1	2	2	3	1	4	4	3	3	4	4	2	2	2	1	2	2	4	3	2	4	1	-5	1	2	5	2	1		1	36	5	4	6	2	2	2	2	2	3	2	2	1	3	3	4	3	2	2	1	2	2	1	2	3	2	2	2	2	2	3	2	1	1	4	2	1	1	1	1	1	1	1	1	5	-5	3	3	3	1	1	-3	1	1	1	2	1	3	1	3	-3	1	1	3	1	1	1	2	5	2	1	3	3	3	3	14	3	2	3	1	2	3	3	2	-5	2	-5	1	2	2	-5	2	-5	2	2	3	4	3	3	2	2	4	2	2	2	2	25	38	7	4	7	398	53	19	24	3	99	1	1	1	3	7	1	1	36	-3	3	2	1	2	0.23	30	11	1	2	1	1	2	7418011	3	3	2221	2158	4	2	1	1	6		1	36																							3	2	3	1	3	3	13	4	12	14	11	15	8	7	6	1	10	9	5	2	16	3	2	0	0	2	2	3	4	4	4	2	1	3	1	3	7	5	5	5	4	4	7	10	3	3	10	7	3	4	3	1	3	3	3	3	3	3	1	3	3	2	2	3	3	4	4	4	46708	7241
1886	1886	1	1	1	18	0	4	5	4	3	5	-3	1	1	3	3	4	4	4	3	4	2	3	2	4	3	2	5	5	4	2	2	2	4	4	4	2	4	4	5	3	3	3	5	2	2	2	4	2	2	2	2	5	4	2	4	2	5	1	3	3	3	1	2	4	3	2	3	2	2	2	2	5	2	2	4	2	3	3	1	-5	1	2	3	1	1		2	39	1	5	5	2	1	2	2	3	4	2	2	1	3	4	4	2	3	2	1	2	2	2	1	2	1	2	2	3	2	2	2	1	3	3	3	1	1	1	1	1	1	2	1	5	-5	3	3	3	3	1	3	2	2	2	4	5	3	1	1	1	-3	1	3	3	-3	4	5	5	2	5	5	4	4	4	17	2	2	3	5	1	2	1	2	-5	1	2	1	2	3	2	2	-5	1	1	1	1	1	1	3	2	1	2	2	2	2	25	38	7	7	4	458	56	19	24	5	99	1	-3	1	3	1	1	1	40	3	2	1	4	4	0.4	5	12	1	1	2	1	3	7781028	2	3	1723	1643	2	1	1	1	6		1	50	2	39																					1	3	3	1	4	2	15	4	5	6	16	9	8	1	3	13	12	11	14	7	10	2	3	0	2	2	2	2	3	4	4	2	1	1	3	7	7	7	7	7	6	6	7	7	7	7	6	4	2	2	3	2	2	2	2	3	2	2	1	3	2	2	3	2	4	2	2	4	83102	2320
1888	1888	1	1	1	10	0	2	2	4	-3	2	4	2	2	4	1	-3	3	4	4	-3	-3	3	5	-3	3	2	-3	3	4	2	-3	-3	-3	2	-3	-3	3	3	-3	-3	3	3	3	-3	-3	3	3	2	2	2	2	1	-3	3	3	4	-3	3	2	1	3	2	-3	-3	-3	3	2	3	4	4	3	3	2	3	4	2	4	4	1	-5	1	-3	1	1	1		2	40	1	2	7	3	1	2	2	3	2	2	1	1	2	2	3	4	3	2	-3	2	2	2	2	3	1	3	2	3	2	3	3	1	4	4	1	1	-3	1	-3	2	-3	1	1	5	-5	5	-3	-3	2	-2	-5	-3	-3	-3	3	-3	3	1	2	1	3	3	3	-3	-3	2	4	2	-3	4	-3	4	-3	-3	13	4	2	-2	5	2	3	1	2	-5	2	-5	1	2	1	1	3	3	-3	-3	-3	-3	-3	-3	2	2	3	2	2	3	2	22	43	7	2		392	60	21	25	1	9	-3	1	3	3	2	1	2	18	3	3	3	1	5	0.29	2	12	1	1	1	1	2	7211020	3	2	1733	1704	1	1	1	1	6		1	41	2	40																					2	1	3	2	4	3	10	7	13	8	16	14	15	5	1	2	9	4	6	12	11	2	3	0	0	2	3	3	3	4	4	2	1	3	3	5	6	6	4	5	4	5	5	5	5	6	6	6	2	2	3	2	2	3	3	3	1	3	3	3	2	1	3	-3	2	-3	-3	-3	31701	5220
1889	1889	1	1	1	11	0	4	1	1	1	4	3	1	1	3	4	3	3	4	4	2	4	4	4	2	2	2	3	3	4	3	3	4	2	3	3	1	1	1	3	3	2	2	1	2	2	2	5	1	1	1	2	1	1	4	4	4	2	2	2	1	1	1	4	4	2	3	3	4	3	3	4	4	2	2	4	2	3	4	1	-5	2	1	2	4	1		1	50	5	4	6	1	1	-3	2	2	3	4	4	2	1	4	5	4	2	1	2	2	2	2	2	2	-3	3	2	2	2	2	2	1	4	4	4	1	1	2	2	1	1	1	1	5	-5	3	5	5	2	1	5	2	2	2	4	5	3	1	3	2	-3	2	3	3	1	1	3	4	1	1	2	4	2	2	13	2	2	3	1	2	3	2	2	-5	2	-5	2	-5	2	-5	2	-5	2	2	2	4	1	4	5	2	5	2	2	2	2	22	43	7	2		392	60	21	25	1	9	3	2	3	3	7	1	1	40	3	3	3	2	2	0.3	30	11	1	1	2	2	2	7211020	3	3	2120	2050	4	2	1	1	6		1	50																							2	2	3	2	4	9	7	5	6	11	16	15	10	1	2	4	12	14	8	3	13	2	2	0	0	-3	3	2	4	4	2	2	2	3	3	4	6	6	6	6	6	7	7	6	6	6	6	6	2	2	3	1	1	3	2	3	3	2	3	2	2	2	3	2	2	3	4	1	51402	3121
1890	1890	1	1	1	10	2	2	2	4	4	4	2	1	4	2	1	3	3	-3	4	2	3	2	2	3	2	2	2	2	4	2	2	2	2	2	4	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	-3	3	4	3	1	2	-3	-3	-3	1	3	2	2	4	2	3	2	2	2	2	1	2	4	2	4	4	1	-5	1	-3	2	3	1		1	41	1	2	7	2	2	-3	-3	1	2	2	2	1	4	4	5	4	-3	1	1	1	1	1	1	2	2	2	2	3	1	-3	1	1	5	4	3	1	1	1	1	1	1	1	1	4	-5	2	2	-3	2	1	2	2	2	1	2	1	2	2	2	1	3	1	3	-3	-3	2	4	2	4	2	5	5	4	2	15	3	1	3	5	3	-5	2	2	-5	1	3	2	-5	2	-5	1	3	2	2	2	2	2	2	3	2	5	2	1	1	2	22	43	7	2		392	60	21	25	1	9	1	1	3	3	1	1	1	38	3	3	3	2	2	1.04	1	12	1	2	2	1	2	7211007	2	3	1817	1713	2	2	1	1	6		1	41	2	37											1	7									2	2	3	2	5	8	14	10	2	15	16	7	11	3	4	1	6	5	9	12	13	3	1	3	1	2	2	2	2	4	2	2	1	3	3	4	6	8	6	5	1	6	5	8	7	6	7	8	2	3	3	2	2	3	3	3	2	3	2	2	3	2	1	2	2	2	3	2	48204	3142
